# source: https://assets.lulu.com/media/specs/lulu-print-api-spec-sheet.xlsx
# fetched: 2026-09-03
# products: 3277
legacy_sku,sku,book_type,min_page,max_page,trim_width_in,trim_height_in,trim_width_mm,trim_height_mm,bleed_width_in,bleed_height_in,bleed_width_mm,bleed_height_mm,interior_color,print_quality,bind,interior_number,paper_type,interior_ppi,lamination,linen_color,foil_color
0500X0800FCPRECO060UW444GXX,0500X0800.FC.PRE.CO.060UW444.GXX,Novella,2.0,470.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Coil,60.0,60# Uncoated White,444.0,Gloss,X,X
0500X0800FCPRECO060UW444MXX,0500X0800.FC.PRE.CO.060UW444.MXX,Novella,2.0,470.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Coil,60.0,60# Uncoated White,444.0,Matte,X,X
0500X0800FCPRECO080CW444GXX,0500X0800.FC.PRE.CO.080CW444.GXX,Novella,2.0,470.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Coil,80.0,80# Coated White,444.0,Gloss,X,X
0500X0800FCPRECO080CW444MXX,0500X0800.FC.PRE.CO.080CW444.MXX,Novella,2.0,470.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Coil,80.0,80# Coated White,444.0,Matte,X,X
0500X0800FCPRECW060UW444GXX,0500X0800.FC.PRE.CW.060UW444.GXX,Novella,24.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Case Wrap,60.0,60# Uncoated White,444.0,Gloss,X,X
0500X0800FCPRECW060UW444MXX,0500X0800.FC.PRE.CW.060UW444.MXX,Novella,24.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Case Wrap,60.0,60# Uncoated White,444.0,Matte,X,X
0500X0800FCPRECW080CW444GXX,0500X0800.FC.PRE.CW.080CW444.GXX,Novella,24.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Case Wrap,80.0,80# Coated White,444.0,Gloss,X,X
0500X0800FCPRECW080CW444MXX,0500X0800.FC.PRE.CW.080CW444.MXX,Novella,24.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Case Wrap,80.0,80# Coated White,444.0,Matte,X,X
0500X0800FCPREPB060UW444GXX,0500X0800.FC.PRE.PB.060UW444.GXX,Novella,32.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Perfect,60.0,60# Uncoated White,444.0,Gloss,X,X
0500X0800FCPREPB060UW444MXX,0500X0800.FC.PRE.PB.060UW444.MXX,Novella,32.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Perfect,60.0,60# Uncoated White,444.0,Matte,X,X
0500X0800FCPREPB080CW444GXX,0500X0800.FC.PRE.PB.080CW444.GXX,Novella,32.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Perfect,80.0,80# Coated White,444.0,Gloss,X,X
0500X0800FCPREPB080CW444MXX,0500X0800.FC.PRE.PB.080CW444.MXX,Novella,32.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Perfect,80.0,80# Coated White,444.0,Matte,X,X
0500X0800FCPRESS060UW444GXX,0500X0800.FC.PRE.SS.060UW444.GXX,Novella,4.0,48.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Saddle Stitch,60.0,60# Uncoated White,444.0,Gloss,X,X
0500X0800FCPRESS060UW444MXX,0500X0800.FC.PRE.SS.060UW444.MXX,Novella,4.0,48.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Saddle Stitch,60.0,60# Uncoated White,444.0,Matte,X,X
0500X0800FCPRESS080CW444GXX,0500X0800.FC.PRE.SS.080CW444.GXX,Novella,4.0,48.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Saddle Stitch,80.0,80# Coated White,444.0,Gloss,X,X
0500X0800FCPRESS080CW444MXX,0500X0800.FC.PRE.SS.080CW444.MXX,Novella,4.0,48.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Premium,Saddle Stitch,80.0,80# Coated White,444.0,Matte,X,X
0500X0800FCSTDCO060UW444GXX,0500X0800.FC.STD.CO.060UW444.GXX,Novella,2.0,470.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Standard,Coil,60.0,60# Uncoated White,444.0,Gloss,X,X
0500X0800FCSTDCO060UW444MXX,0500X0800.FC.STD.CO.060UW444.MXX,Novella,2.0,470.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Standard,Coil,60.0,60# Uncoated White,444.0,Matte,X,X
0500X0800FCSTDCO080CW444GXX,0500X0800.FC.STD.CO.080CW444.GXX,Novella,2.0,470.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Standard,Coil,80.0,80# Coated White,444.0,Gloss,X,X
0500X0800FCSTDCO080CW444MXX,0500X0800.FC.STD.CO.080CW444.MXX,Novella,2.0,470.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Standard,Coil,80.0,80# Coated White,444.0,Matte,X,X
0500X0800FCSTDCW060UW444GXX,0500X0800.FC.STD.CW.060UW444.GXX,Novella,24.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Standard,Case Wrap,60.0,60# Uncoated White,444.0,Gloss,X,X
0500X0800FCSTDCW060UW444MXX,0500X0800.FC.STD.CW.060UW444.MXX,Novella,24.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Standard,Case Wrap,60.0,60# Uncoated White,444.0,Matte,X,X
0500X0800FCSTDCW080CW444GXX,0500X0800.FC.STD.CW.080CW444.GXX,Novella,24.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Standard,Case Wrap,80.0,80# Coated White,444.0,Gloss,X,X
0500X0800FCSTDCW080CW444MXX,0500X0800.FC.STD.CW.080CW444.MXX,Novella,24.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Standard,Case Wrap,80.0,80# Coated White,444.0,Matte,X,X
0500X0800FCSTDPB060UW444GXX,0500X0800.FC.STD.PB.060UW444.GXX,Novella,32.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Standard,Perfect,60.0,60# Uncoated White,444.0,Gloss,X,X
0500X0800FCSTDPB060UW444MXX,0500X0800.FC.STD.PB.060UW444.MXX,Novella,32.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Standard,Perfect,60.0,60# Uncoated White,444.0,Matte,X,X
0500X0800FCSTDPB080CW444GXX,0500X0800.FC.STD.PB.080CW444.GXX,Novella,32.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Standard,Perfect,80.0,80# Coated White,444.0,Gloss,X,X
0500X0800FCSTDPB080CW444MXX,0500X0800.FC.STD.PB.080CW444.MXX,Novella,32.0,800.0,5.0,8.0,127.0,203.0,5.25,8.25,146.35,222.35,Full Color,Standard,Perfect,80.0,80# Coated White,444.0,Matte,X,X
0550X0850BWSTDCO060UC444GXX,0550X0850.BW.STD.CO.060UC444.GXX,Digest,2.0,470.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Coil,60.0,60# Uncoated Cream,444.0,Gloss,X,X
0550X0850BWSTDCO060UC444MXX,0550X0850.BW.STD.CO.060UC444.MXX,Digest,2.0,470.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Coil,60.0,60# Uncoated Cream,444.0,Matte,X,X
0550X0850BWSTDCO060UW444GXX,0550X0850.BW.STD.CO.060UW444.GXX,Digest,2.0,470.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Coil,60.0,60# Uncoated White,444.0,Gloss,X,X
0550X0850BWSTDCO060UW444MXX,0550X0850.BW.STD.CO.060UW444.MXX,Digest,2.0,470.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Coil,60.0,60# Uncoated White,444.0,Matte,X,X
0550X0850BWSTDCO080CW444GXX,0550X0850.BW.STD.CO.080CW444.GXX,Digest,2.0,470.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Coil,80.0,80# Coated White,444.0,Gloss,X,X
0550X0850BWSTDCO080CW444MXX,0550X0850.BW.STD.CO.080CW444.MXX,Digest,2.0,470.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Coil,80.0,80# Coated White,444.0,Matte,X,X
0550X0850BWSTDCW060UC444GXX,0550X0850.BW.STD.CW.060UC444.GXX,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Case Wrap,60.0,60# Uncoated Cream,444.0,Gloss,X,X
0550X0850BWSTDCW060UC444MXX,0550X0850.BW.STD.CW.060UC444.MXX,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Case Wrap,60.0,60# Uncoated Cream,444.0,Matte,X,X
0550X0850BWSTDCW060UW444GXX,0550X0850.BW.STD.CW.060UW444.GXX,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Case Wrap,60.0,60# Uncoated White,444.0,Gloss,X,X
0550X0850BWSTDCW060UW444MXX,0550X0850.BW.STD.CW.060UW444.MXX,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Case Wrap,60.0,60# Uncoated White,444.0,Matte,X,X
0550X0850BWSTDCW080CW444GXX,0550X0850.BW.STD.CW.080CW444.GXX,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Case Wrap,80.0,80# Coated White,444.0,Gloss,X,X
0550X0850BWSTDCW080CW444MXX,0550X0850.BW.STD.CW.080CW444.MXX,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Case Wrap,80.0,80# Coated White,444.0,Matte,X,X
0550X0850BWSTDLW060UC444GBB,0550X0850.BW.STD.LW.060UC444.GBB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Black,Black
0550X0850BWSTDLW060UC444GBG,0550X0850.BW.STD.LW.060UC444.GBG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Black,Gold
0550X0850BWSTDLW060UC444GBW,0550X0850.BW.STD.LW.060UC444.GBW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Black,White
0550X0850BWSTDLW060UC444GFB,0550X0850.BW.STD.LW.060UC444.GFB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Forest,Black
0550X0850BWSTDLW060UC444GFG,0550X0850.BW.STD.LW.060UC444.GFG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Forest,Gold
0550X0850BWSTDLW060UC444GFW,0550X0850.BW.STD.LW.060UC444.GFW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Forest,White
0550X0850BWSTDLW060UC444GGB,0550X0850.BW.STD.LW.060UC444.GGB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Gray,Black
0550X0850BWSTDLW060UC444GGG,0550X0850.BW.STD.LW.060UC444.GGG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Gray,Gold
0550X0850BWSTDLW060UC444GGW,0550X0850.BW.STD.LW.060UC444.GGW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Gray,White
0550X0850BWSTDLW060UC444GNB,0550X0850.BW.STD.LW.060UC444.GNB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Navy,Black
0550X0850BWSTDLW060UC444GNG,0550X0850.BW.STD.LW.060UC444.GNG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Navy,Gold
0550X0850BWSTDLW060UC444GNW,0550X0850.BW.STD.LW.060UC444.GNW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Navy,White
0550X0850BWSTDLW060UC444GRB,0550X0850.BW.STD.LW.060UC444.GRB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Red,Black
0550X0850BWSTDLW060UC444GRG,0550X0850.BW.STD.LW.060UC444.GRG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Red,Gold
0550X0850BWSTDLW060UC444GRW,0550X0850.BW.STD.LW.060UC444.GRW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Red,White
0550X0850BWSTDLW060UC444GTB,0550X0850.BW.STD.LW.060UC444.GTB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Tan,Black
0550X0850BWSTDLW060UC444GTG,0550X0850.BW.STD.LW.060UC444.GTG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Tan,Gold
0550X0850BWSTDLW060UC444GTW,0550X0850.BW.STD.LW.060UC444.GTW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Gloss,Tan,White
0550X0850BWSTDLW060UC444MBB,0550X0850.BW.STD.LW.060UC444.MBB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Black,Black
0550X0850BWSTDLW060UC444MBG,0550X0850.BW.STD.LW.060UC444.MBG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Black,Gold
0550X0850BWSTDLW060UC444MBW,0550X0850.BW.STD.LW.060UC444.MBW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Black,White
0550X0850BWSTDLW060UC444MFB,0550X0850.BW.STD.LW.060UC444.MFB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Forest,Black
0550X0850BWSTDLW060UC444MFG,0550X0850.BW.STD.LW.060UC444.MFG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Forest,Gold
0550X0850BWSTDLW060UC444MFW,0550X0850.BW.STD.LW.060UC444.MFW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Forest,White
0550X0850BWSTDLW060UC444MGB,0550X0850.BW.STD.LW.060UC444.MGB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Gray,Black
0550X0850BWSTDLW060UC444MGG,0550X0850.BW.STD.LW.060UC444.MGG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Gray,Gold
0550X0850BWSTDLW060UC444MGW,0550X0850.BW.STD.LW.060UC444.MGW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Gray,White
0550X0850BWSTDLW060UC444MNB,0550X0850.BW.STD.LW.060UC444.MNB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Navy,Black
0550X0850BWSTDLW060UC444MNG,0550X0850.BW.STD.LW.060UC444.MNG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Navy,Gold
0550X0850BWSTDLW060UC444MNW,0550X0850.BW.STD.LW.060UC444.MNW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Navy,White
0550X0850BWSTDLW060UC444MRB,0550X0850.BW.STD.LW.060UC444.MRB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Red,Black
0550X0850BWSTDLW060UC444MRG,0550X0850.BW.STD.LW.060UC444.MRG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Red,Gold
0550X0850BWSTDLW060UC444MRW,0550X0850.BW.STD.LW.060UC444.MRW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Red,White
0550X0850BWSTDLW060UC444MTB,0550X0850.BW.STD.LW.060UC444.MTB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Tan,Black
0550X0850BWSTDLW060UC444MTG,0550X0850.BW.STD.LW.060UC444.MTG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Tan,Gold
0550X0850BWSTDLW060UC444MTW,0550X0850.BW.STD.LW.060UC444.MTW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated Cream,444.0,Matte,Tan,White
0550X0850BWSTDLW060UW444GBB,0550X0850.BW.STD.LW.060UW444.GBB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Black,Black
0550X0850BWSTDLW060UW444GBG,0550X0850.BW.STD.LW.060UW444.GBG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Black,Gold
0550X0850BWSTDLW060UW444GBW,0550X0850.BW.STD.LW.060UW444.GBW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Black,White
0550X0850BWSTDLW060UW444GFB,0550X0850.BW.STD.LW.060UW444.GFB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Forest,Black
0550X0850BWSTDLW060UW444GFG,0550X0850.BW.STD.LW.060UW444.GFG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Forest,Gold
0550X0850BWSTDLW060UW444GFW,0550X0850.BW.STD.LW.060UW444.GFW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Forest,White
0550X0850BWSTDLW060UW444GGB,0550X0850.BW.STD.LW.060UW444.GGB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Gray,Black
0550X0850BWSTDLW060UW444GGG,0550X0850.BW.STD.LW.060UW444.GGG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Gray,Gold
0550X0850BWSTDLW060UW444GGW,0550X0850.BW.STD.LW.060UW444.GGW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Gray,White
0550X0850BWSTDLW060UW444GNB,0550X0850.BW.STD.LW.060UW444.GNB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Navy,Black
0550X0850BWSTDLW060UW444GNG,0550X0850.BW.STD.LW.060UW444.GNG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Navy,Gold
0550X0850BWSTDLW060UW444GNW,0550X0850.BW.STD.LW.060UW444.GNW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Navy,White
0550X0850BWSTDLW060UW444GRB,0550X0850.BW.STD.LW.060UW444.GRB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Red,Black
0550X0850BWSTDLW060UW444GRG,0550X0850.BW.STD.LW.060UW444.GRG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Red,Gold
0550X0850BWSTDLW060UW444GRW,0550X0850.BW.STD.LW.060UW444.GRW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Red,White
0550X0850BWSTDLW060UW444GTB,0550X0850.BW.STD.LW.060UW444.GTB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Tan,Black
0550X0850BWSTDLW060UW444GTG,0550X0850.BW.STD.LW.060UW444.GTG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Tan,Gold
0550X0850BWSTDLW060UW444GTW,0550X0850.BW.STD.LW.060UW444.GTW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Gloss,Tan,White
0550X0850BWSTDLW060UW444MBB,0550X0850.BW.STD.LW.060UW444.MBB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Black,Black
0550X0850BWSTDLW060UW444MBG,0550X0850.BW.STD.LW.060UW444.MBG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Black,Gold
0550X0850BWSTDLW060UW444MBW,0550X0850.BW.STD.LW.060UW444.MBW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Black,White
0550X0850BWSTDLW060UW444MFB,0550X0850.BW.STD.LW.060UW444.MFB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Forest,Black
0550X0850BWSTDLW060UW444MFG,0550X0850.BW.STD.LW.060UW444.MFG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Forest,Gold
0550X0850BWSTDLW060UW444MFW,0550X0850.BW.STD.LW.060UW444.MFW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Forest,White
0550X0850BWSTDLW060UW444MGB,0550X0850.BW.STD.LW.060UW444.MGB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Gray,Black
0550X0850BWSTDLW060UW444MGG,0550X0850.BW.STD.LW.060UW444.MGG,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Gray,Gold
0550X0850BWSTDLW060UW444MGW,0550X0850.BW.STD.LW.060UW444.MGW,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Gray,White
0550X0850BWSTDLW060UW444MNB,0550X0850.BW.STD.LW.060UW444.MNB,Digest,24.0,800.0,5.5,8.5,140.0,216.0,5.75,8.75,146.35,222.35,Black & White,Standard,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Navy,Black
